post_id,run_id,scraped_at,price,year,make,model,mileage,transmission,fuel,color,city,state,cylinders,source_txt
7917026002,20260314110025,2026-03-14T11:00:25Z,6800,2011,Dodge,Ram 1500,139100,,,,,,,scrapes/20260314110025/7917026002.txt
7917139235,20260302210026,2026-03-02T21:00:26Z,21630,2018,Ford,F-150 Roush Raptor,71621,,,,,,,scrapes/20260302210026/7917139235.txt
7917147117,20260315090029,2026-03-15T09:00:29Z,,2002,Dodge,Neon,150000,,,,,,,scrapes/20260315090029/7917147117.txt
7917147628,20260315160015,2026-03-15T16:00:15Z,2000,2006,nissan,quest sl,135000,,,,,,,scrapes/20260315160015/7917147628.txt
7917251928,20260305060008,2026-03-05T06:00:08Z,,2016,chevy,silverado 1500,90000,,,,,,,scrapes/20260305060008/7917251928.txt
7917359691,20260315120014,2026-03-15T12:00:14Z,13850,2016,Acura,ILX,97681,,,,,,,scrapes/20260315120014/7917359691.txt
7917362475,20260305090032,2026-03-05T09:00:32Z,21500,2021,Jeep,Grand Cherokee L,114305,,,,,,,scrapes/20260305090032/7917362475.txt
7917362563,20260305060008,2026-03-05T06:00:08Z,11900,2014,Acura,MDX,145379,,,,,,,scrapes/20260305060008/7917362563.txt
7917362762,20260305070006,2026-03-05T07:00:06Z,12850,2016,Dodge,Grand Caravan,48019,,,,,,,scrapes/20260305070006/7917362762.txt
7917362856,20260305100036,2026-03-05T10:00:36Z,13500,2018,BMW,X1,86540,,,,,,,scrapes/20260305100036/7917362856.txt
7917375964,20260316180030,2026-03-16T18:00:30Z,3288,2002,Dodge,Neon,150000,,,,,,,scrapes/20260316180030/7917375964.txt
7917543338,20260314060012,2026-03-14T06:00:12Z,5500,2017,subaru,impreza,144000,,,,,,,scrapes/20260314060012/7917543338.txt
7917559119,20260305000039,2026-03-05T00:00:39Z,20900,2014,Mercedes-Benz,S-Class,82595,,,,,,,scrapes/20260305000039/7917559119.txt
7917572553,20260316170010,2026-03-16T17:00:10Z,10000,2020,Kia,Forte,89000,,,,,,,scrapes/20260316170010/7917572553.txt
7917845137,20260315230030,2026-03-15T23:00:30Z,5900,2013,Chevy,Equinox,138000,,,,,,,scrapes/20260315230030/7917845137.txt
7917845889,20260316120005,2026-03-16T12:00:05Z,2850,2000,Mercury,Mountaineer Sport Utility,228000,,,,,,,scrapes/20260316120005/7917845889.txt
7917932723,20260312100031,2026-03-12T10:00:31Z,10500,2015,honda,accord ex-l,103000,,,,,,,scrapes/20260312100031/7917932723.txt
7917987421,20260304070028,2026-03-04T07:00:28Z,8900,2017,Hyundai,Elantra,105189,,,,,,,scrapes/20260304070028/7917987421.txt
7917987488,20260305110042,2026-03-05T11:00:42Z,179000,1956,Chevrolet,Bel Air,1250,,,,,,,scrapes/20260305110042/7917987488.txt
7918152795,20260317180025,2026-03-17T18:00:25Z,9900,2013,Mercedes-Benz,E 350 Sport 4MATIC Wagon,148609,,,,,,,scrapes/20260317180025/7918152795.txt
7918346958,20260319000031,2026-03-19T00:00:31Z,4800,2010,Chevrolet,Express 2500 Cargo,280000,,,grey,,,8,scrapes/20260319000031/7918346958.txt
7918393563,20260311090006,2026-03-11T09:00:06Z,6500,2012,Jeep,wrangler,103000,,,,,,,scrapes/20260311090006/7918393563.txt
7914679456,20260305090032,2026-03-05T09:00:32Z,5885,2013,Mini,Cooper Hatchback,114000,,,,,,,scrapes/20260305090032/7914679456.txt
7914679831,20260305080010,2026-03-05T08:00:10Z,9885,2014,BMW,X3 3.5i x-drive,100000,,,,,,,scrapes/20260305080010/7914679831.txt
7914688715,20260305090032,2026-03-05T09:00:32Z,6500,2002,ford,f-150,118500,,,,,,,scrapes/20260305090032/7914688715.txt
7914710495,20260305070006,2026-03-05T07:00:06Z,56000,1997,Land Rover,Defender 90,10600,,,,,,,scrapes/20260305070006/7914710495.txt
7914781844,20260305100036,2026-03-05T10:00:36Z,11800,2016,Mercedes-Benz,CLA,99200,,,,,,,scrapes/20260305100036/7914781844.txt
7914921988,20260305160006,2026-03-05T16:00:06Z,14800,2016,BMW,5 Series,100300,,,,,,,scrapes/20260305160006/7914921988.txt
7915006026,20260305180005,2026-03-05T18:00:05Z,11950,2009,Nissan,Frontier,79780,,,,,,,scrapes/20260305180005/7915006026.txt
7915119378,20260306080045,2026-03-06T08:00:45Z,4900,2007,Toyota,Camry,135658,,,,,,,scrapes/20260306080045/7915119378.txt
7915119548,20260306150014,2026-03-06T15:00:14Z,4900,2000,Jeep,cherokee,120123,,,,,,,scrapes/20260306150014/7915119548.txt
7915119686,20260306190039,2026-03-06T19:00:39Z,13900,2015,Mazda,Mazda3,35026,,,,,,,scrapes/20260306190039/7915119686.txt
7915120209,20260307160043,2026-03-07T16:00:43Z,11500,2018,Nissan,Altima,97929,,,,,,,scrapes/20260307160043/7915120209.txt
7915306984,20260308200029,2026-03-08T20:00:29Z,5400,2013,Volkswagen,Gti,185000,,,,,,,scrapes/20260308200029/7915306984.txt
7915311564,20260308170037,2026-03-08T17:00:37Z,24000,2014,Dodge,Grand Caravan,123510,,,,,,,scrapes/20260308170037/7915311564.txt
7915389534,20260308070038,2026-03-08T07:00:38Z,8800,2017,Volkswagen,Golf GTI Autobahn,148000,,,,,,,scrapes/20260308070038/7915389534.txt
7915428022,20260310170005,2026-03-10T17:00:05Z,4950,2014,jeep,grand cherokee laredo,210000,,,,,,,scrapes/20260310170005/7915428022.txt
7915913986,20260312150048,2026-03-12T15:00:48Z,47500,2019,Mercedes Benz,AMG GLE 43 Studio,74648,,,,,,,scrapes/20260312150048/7915913986.txt
7915927859,20260312040031,2026-03-12T04:00:31Z,68993,2023,CHRYSLER,PACIFICA TOURING L,20228,,,,,,,scrapes/20260312040031/7915927859.txt
7916240320,20260312160005,2026-03-12T16:00:05Z,6988,2010,Cadillac,CTS,88498,,,,,,,scrapes/20260312160005/7916240320.txt
7916267607,20260312160005,2026-03-12T16:00:05Z,10000,2016,Cadillac,XTS,117583,,,,,,,scrapes/20260312160005/7916267607.txt
7916392937,20260312150048,2026-03-12T15:00:48Z,7900,2014,Toyota,Camry,132000,,,,,,,scrapes/20260312150048/7916392937.txt
7916393103,20260312000115,2026-03-12T00:01:15Z,6900,2014,Hyundai,Sonata,118290,,,,,,,scrapes/20260312000115/7916393103.txt
7916411822,20260312040031,2026-03-12T04:00:31Z,2900,2010,nissan,altima,100000,,,,,,,scrapes/20260312040031/7916411822.txt
7916431289,20260302150006,2026-03-02T15:00:06Z,22500,2020,Honda,Passport EX-L Sport,68300,,,,,,,scrapes/20260302150006/7916431289.txt
7916441512,20260312160005,2026-03-12T16:00:05Z,14995,2016,Acura,Tlx,70242,,,,,,,scrapes/20260312160005/7916441512.txt
7916541698,20260313090014,2026-03-13T09:00:14Z,49000,2018,GMC,Sierra 2500hd Denali,81000,,,,,,,scrapes/20260313090014/7916541698.txt
7916607914,20260310130036,2026-03-10T13:00:36Z,9998,2016,Subaru,Crosstrek,147973,,,,,,,scrapes/20260310130036/7916607914.txt
7916643355,20260304180005,2026-03-04T18:00:05Z,3700,2012,Nissan,Rogue,130000,,,,,,,scrapes/20260304180005/7916643355.txt
7916655248,20260304110038,2026-03-04T11:00:38Z,5900,2016,Subaru,Forester 2.5i Premium AWD SUV,172879,,,,,,,scrapes/20260304110038/7916655248.txt
7916702899,20260314120021,2026-03-14T12:00:21Z,15395,2018,Tesla,Model 3,75512,,,,,,,scrapes/20260314120021/7916702899.txt
7916865819,20260314140005,2026-03-14T14:00:05Z,1700,2011,Ford,Fusion Hybrid,156902,,,,,,,scrapes/20260314140005/7916865819.txt
7917032151,20260305080010,2026-03-05T08:00:10Z,2000,2016,chevy,silverado 1500,90000,,,,,,,scrapes/20260305080010/7917032151.txt
7917032892,20260314080014,2026-03-14T08:00:14Z,1950,2005,chevrolet,tahoe,187000,,,,,,,scrapes/20260314080014/7917032892.txt
7917234871,20260315120014,2026-03-15T12:00:14Z,9000,2008,Chevy,Express 3500,170484,,,,,,,scrapes/20260315120014/7917234871.txt
7917362400,20260305020032,2026-03-05T02:00:32Z,9700,2011,Ram,Dakota,129550,,,,,,,scrapes/20260305020032/7917362400.txt
7917362584,20260316160005,2026-03-16T16:00:05Z,10900,2012,Acura,TL,92518,,,,,,,scrapes/20260316160005/7917362584.txt
7917467626,20260316160005,2026-03-16T16:00:05Z,6800,2020,Chevy,Trax,60000,,,,,,,scrapes/20260316160005/7917467626.txt
7917682723,20260316070022,2026-03-16T07:00:22Z,7500,2014,Honda,civic EX,150000,,,,,,,scrapes/20260316070022/7917682723.txt
7917691194,20260316110005,2026-03-16T11:00:05Z,29500,2016,BMW,650xi Gran Coupe,57262,,,,,,,scrapes/20260316110005/7917691194.txt
7917898904,20260316070022,2026-03-16T07:00:22Z,12800,2011,ford,ranger,104000,,,,,,,scrapes/20260316070022/7917898904.txt
7918007699,20260316100029,2026-03-16T10:00:29Z,5500,2012,Audi,Q5 Premium,171709,,,,,,,scrapes/20260316100029/7918007699.txt
7918072752,20260317020028,2026-03-17T02:00:28Z,3288,2007,ford,focus,185000,,,,,,,scrapes/20260317020028/7918072752.txt
7918436402,20260319180033,2026-03-19T18:00:33Z,10885,2015,BMW,X5 3.5i X-drive Sport SUV,142000,,,Alpine White,,,6,scrapes/20260319180033/7918436402.txt
7914365738,20260304050031,2026-03-04T05:00:31Z,3000,2009,CHEVROLET,COBALT,140000,,,,,,,scrapes/20260304050031/7914365738.txt
7914556203,20260302190005,2026-03-02T19:00:05Z,17980,2015,Ford,F-150,122461,,,,,,,scrapes/20260302190005/7914556203.txt
7914781864,20260305060008,2026-03-05T06:00:08Z,12800,2014,Jeep,Grand Cherokee,123100,,,,,,,scrapes/20260305060008/7914781864.txt
7915119292,20260306130006,2026-03-06T13:00:06Z,11900,2019,Dodge,Charger,54917,,,,,,,scrapes/20260306130006/7915119292.txt
7915119788,20260306220033,2026-03-06T22:00:33Z,10750,2012,Toyota,Venza,136009,,,,,,,scrapes/20260306220033/7915119788.txt
7915119997,20260307110040,2026-03-07T11:00:40Z,11900,2013,Dodge,Durango,130090,,,,,,,scrapes/20260307110040/7915119997.txt
7915122008,20260307100042,2026-03-07T10:00:42Z,9900,2015,Mercedes-Benz,GLA 250,110000,,,,,,,scrapes/20260307100042/7915122008.txt
7915330716,20260308200029,2026-03-08T20:00:29Z,14900,2017,Lincoln,MKT Limousine,190964,,,,,,,scrapes/20260308200029/7915330716.txt
7915364604,20260309110007,2026-03-09T11:00:07Z,20295,2023,Dodge,Challenger,54799,,,,,,,scrapes/20260309110007/7915364604.txt
7915472645,20260303120040,2026-03-03T12:00:40Z,10998,2015,Subaru,Outback,131741,,,,,,,scrapes/20260303120040/7915472645.txt
7915545870,20260310210005,2026-03-10T21:00:05Z,8995,2011,Jeep,Grand Cherokee Overland,135168,,,,,,,scrapes/20260310210005/7915545870.txt
7915583011,20260310150005,2026-03-10T15:00:05Z,25000,2018,ford,e350 super duty cutaway,160000,,,,,,,scrapes/20260310150005/7915583011.txt
7915586469,20260308150034,2026-03-08T15:00:34Z,17800,2022,Nissan,Murano,34000,,,,,,,scrapes/20260308150034/7915586469.txt
7915627680,20260312030036,2026-03-12T03:00:36Z,3288,2002,Dodge,Neon,150000,,,,,,,scrapes/20260312030036/7915627680.txt
7915635856,20260312100031,2026-03-12T10:00:31Z,9400,2004,Jeep,Wrangler,130000,,,,,,,scrapes/20260312100031/7915635856.txt
7915715941,20260312130027,2026-03-12T13:00:27Z,18695,2020,Mercedes-benz,Glc,77361,,,,,,,scrapes/20260312130027/7915715941.txt
7915781671,20260312110014,2026-03-12T11:00:14Z,5500,2006,bmw,325i,134000,,,,,,,scrapes/20260312110014/7915781671.txt
7916267274,20260304140009,2026-03-04T14:00:09Z,2900,2001,Chevy,Silverado,240000,,,,,,,scrapes/20260304140009/7916267274.txt
7916384817,20260312040031,2026-03-12T04:00:31Z,20000,2023,Honda,Accord Ex Sedan,77500,,,,,,,scrapes/20260312040031/7916384817.txt
7916389889,20260312150048,2026-03-12T15:00:48Z,3900,2000,Ford,Mustang Convertible,197000,,,,,,,scrapes/20260312150048/7916389889.txt
7916392627,20260312150048,2026-03-12T15:00:48Z,3900,2013,Nissan,Versa,121347,,,,,,,scrapes/20260312150048/7916392627.txt
7916393258,20260312120014,2026-03-12T12:00:14Z,8900,2014,Volkswagen,Passat,85972,,,,,,,scrapes/20260312120014/7916393258.txt
7916396512,20260303160030,2026-03-03T16:00:30Z,8885,2014,BMW,X3 3.5i x-drive SUV,107000,,,,,,,scrapes/20260303160030/7916396512.txt
7916542853,20260313060044,2026-03-13T06:00:44Z,3288,2002,Dodge,Neon,150000,,,,,,,scrapes/20260313060044/7916542853.txt
7916642359,20260307010040,2026-03-07T01:00:40Z,7500,2014,SUBARU,XV CROSSTREK HYBRID,100987,,,,,,,scrapes/20260307010040/7916642359.txt
7916994334,20260314150036,2026-03-14T15:00:36Z,9900,2018,Audi,Q3,115829,,,,,,,scrapes/20260314150036/7916994334.txt
7917251643,20260305150007,2026-03-05T15:00:07Z,5000,2021,Tesla,Model Y Long Range,61000,,,,,,,scrapes/20260305150007/7917251643.txt
7917251881,20260305070006,2026-03-05T07:00:06Z,,2018,Acura,TLX a-spec,30000,,,,,,,scrapes/20260305070006/7917251881.txt
7917360261,20260305100036,2026-03-05T10:00:36Z,10900,2017,Land Rover,Discovery,165497,,,,,,,scrapes/20260305100036/7917360261.txt
7917362531,20260305100036,2026-03-05T10:00:36Z,69500,1966,CHEVROLET,CHEVELLE,59985,,,,,,,scrapes/20260305100036/7917362531.txt
7917412228,20260316140028,2026-03-16T14:00:28Z,3500,1985,Chevrolet,Corvette,136018,,,,,,,scrapes/20260316140028/7917412228.txt
7917559035,20260305080010,2026-03-05T08:00:10Z,14500,2019,Audi,A4,71241,,,,,,,scrapes/20260305080010/7917559035.txt
7917653440,20260316110005,2026-03-16T11:00:05Z,6000,2001,Chevrolet,Silverado 2500 HD,246000,,,,,,,scrapes/20260316110005/7917653440.txt
7917725005,20260303180044,2026-03-03T18:00:44Z,4500,2013,hyundai,sonata GLS,130000,,,,,,,scrapes/20260303180044/7917725005.txt
7917798677,20260316150015,2026-03-16T15:00:15Z,4500,2009,subaru,forester,200000,,,,,,,scrapes/20260316150015/7917798677.txt
7917912329,20260316100029,2026-03-16T10:00:29Z,9499,2015,Subaru,Outback,155446,,,,,,,scrapes/20260316100029/7917912329.txt
7918053208,20260317120002,2026-03-17T12:00:02Z,7000,2017,Hyundai,Sonata,77945,,,,,,,scrapes/20260317120002/7918053208.txt
7918153201,20260315130022,2026-03-15T13:00:22Z,8500,2012,toyota,camry,160899,,,,,,,scrapes/20260315130022/7918153201.txt
7914801318,20260305060008,2026-03-05T06:00:08Z,22500,1951,Ford,Country Squire Wagon,91000,,,,,,,scrapes/20260305060008/7914801318.txt
7915125382,20260307200050,2026-03-07T20:00:50Z,8000,2005,Ford,Ranger XLT,142350,,,,,,,scrapes/20260307200050/7915125382.txt
7915297327,20260308050035,2026-03-08T05:00:35Z,16995,2021,BMW,3 Series 330e iPerformance,84355,,,,,,,scrapes/20260308050035/7915297327.txt
7915693847,20260312150048,2026-03-12T15:00:48Z,9599,2018,Subaru,Outback,181512,,,,,,,scrapes/20260312150048/7915693847.txt
7916019109,20260304180005,2026-03-04T18:00:05Z,4200,2016,CHEVY,TRAX LT,172000,,,,,,,scrapes/20260304180005/7916019109.txt
7916145486,20260312090005,2026-03-12T09:00:05Z,10500,2008,Ford,F-350,126000,,,,,,,scrapes/20260312090005/7916145486.txt
7916204006,20260302080015,2026-03-02T08:00:15Z,4200,2014,Mazda,Mazda5 Sport Minivan,139000,,,,,,,scrapes/20260302080015/7916204006.txt
7916305936,20260312020036,2026-03-12T02:00:36Z,3000,2009,CHEVROLET,COBALT,140000,,,,,,,scrapes/20260312020036/7916305936.txt
7916654721,20260307030038,2026-03-07T03:00:38Z,22500,2020,chevrolet,suburban,113946,,,,,,,scrapes/20260307030038/7916654721.txt
7916683422,20260314100013,2026-03-14T10:00:13Z,2200,1993,Buick,regal custom coupe,54600,,,,,,,scrapes/20260314100013/7916683422.txt
7916740848,20260314040012,2026-03-14T04:00:12Z,3288,2002,Dodge,Neon,150000,,,,,,,scrapes/20260314040012/7916740848.txt
7916858046,20260314130034,2026-03-14T13:00:34Z,39795,2022,BMW,X7,44356,,,,,,,scrapes/20260314130034/7916858046.txt
7916936209,20260314080014,2026-03-14T08:00:14Z,3288,2002,Dodge,Neon,150000,,,,,,,scrapes/20260314080014/7916936209.txt
7917360580,20260315130022,2026-03-15T13:00:22Z,12500,2017,GMC,Acadia,120894,,,,,,,scrapes/20260315130022/7917360580.txt
7917465785,20260309150051,2026-03-09T15:00:51Z,7500,2022,kia,rio,20800,,,,,,,scrapes/20260309150051/7917465785.txt
7917825463,20260304140009,2026-03-04T14:00:09Z,7000,2009,HONDA,CR-V EX,149000,,,,,,,scrapes/20260304140009/7917825463.txt
7917842719,20260316170010,2026-03-16T17:00:10Z,5995,2013,Chevy,Cruze,85000,,,,,,,scrapes/20260316170010/7917842719.txt
7917929926,20260315020029,2026-03-15T02:00:29Z,8900,2017,subaru,outback 3.6r limited awd,179800,,,,,,,scrapes/20260315020029/7917929926.txt
7917970884,20260303220005,2026-03-03T22:00:05Z,2000,2022,acura,tlx,30000,,,,,,,scrapes/20260303220005/7917970884.txt
7917987359,20260304120034,2026-03-04T12:00:34Z,59500,1977,Pontiac,Trans Am,5977,,,,,,,scrapes/20260304120034/7917987359.txt
7918324775,20260303090005,2026-03-03T09:00:05Z,18800,2024,Jeep,Wrangler Rubicon,13700,,,,,,,scrapes/20260303090005/7918324775.txt
7918422543,20260302210026,2026-03-02T21:00:26Z,4500,2012,Ford,Fusion,77330,,,,,,,scrapes/20260302210026/7918422543.txt
7918438299,20260319070013,2026-03-19T07:00:13Z,5985,2012,Volvo,S80 T6 Premier AWD Sedan,151000,,,Snow White Pearl,,,6,scrapes/20260319070013/7918438299.txt
7914776712,20260305070006,2026-03-05T07:00:06Z,3200,2012,Ford,E250 super duty,200000,,,,,,,scrapes/20260305070006/7914776712.txt
7914891047,20260305130030,2026-03-05T13:00:30Z,3650,2009,Ford,Flex,152470,,,,,,,scrapes/20260305130030/7914891047.txt
7915119464,20260306160043,2026-03-06T16:00:43Z,15500,2019,BMW,X3,108950,,,,,,,scrapes/20260306160043/7915119464.txt
7915119717,20260305200040,2026-03-05T20:00:40Z,6400,2010,Honda,Civic Hybrid,122487,,,,,,,scrapes/20260305200040/7915119717.txt
7915417159,20260310110030,2026-03-10T11:00:30Z,900,2000,Honda,CR-V,214203,,,,,,,scrapes/20260310110030/7915417159.txt
7915975399,20260312150048,2026-03-12T15:00:48Z,1950,2011,Chrysler,town &country,185000,,,,,,,scrapes/20260312150048/7915975399.txt
7915989257,20260311220050,2026-03-11T22:00:50Z,11500,1994,Suzuki,Carry,34000,,,,,,,scrapes/20260311220050/7915989257.txt
7916261936,20260311190034,2026-03-11T19:00:34Z,4300,2008,Nissan,Frontier,202000,,,,,,,scrapes/20260311190034/7916261936.txt
7916389386,20260303150036,2026-03-03T15:00:36Z,5985,2015,Nissan,Altima,127000,,,,,,,scrapes/20260303150036/7916389386.txt
7916392157,20260312130027,2026-03-12T13:00:27Z,13900,2016,Honda,CR-V LX,87467,,,,,,,scrapes/20260312130027/7916392157.txt
7916392488,20260312130027,2026-03-12T13:00:27Z,9900,2013,Infiniti,EX37 Journey 4D SUV AWD,89281,,,,,,,scrapes/20260312130027/7916392488.txt
7916393626,20260312160005,2026-03-12T16:00:05Z,4900,2015,Chevrolet,Malibu LT,127000,,,,,,,scrapes/20260312160005/7916393626.txt
7916486828,20260313030025,2026-03-13T03:00:25Z,13495,2016,Mazda,Cx-5,63332,,,,,,,scrapes/20260313030025/7916486828.txt
7916687096,20260314120021,2026-03-14T12:00:21Z,12900,2018,Subaru,Crosstrek 2.0i Premium AWD Hatchback,105587,,,,,,,scrapes/20260314120021/7916687096.txt
7917078945,20260314220006,2026-03-14T22:00:06Z,27888,2020,Ram,ProMaster 1500,65423,,,,,,,scrapes/20260314220006/7917078945.txt
7917251733,20260306140005,2026-03-06T14:00:05Z,2000,2016,chevy,silverado 1500,90000,,,,,,,scrapes/20260306140005/7917251733.txt
7917251846,20260305160006,2026-03-05T16:00:06Z,2000,2020,honda,accord,20000,,,,,,,scrapes/20260305160006/7917251846.txt
7917459331,20260316160005,2026-03-16T16:00:05Z,4000,2016,VW,Jetta,129000,,,,,,,scrapes/20260316160005/7917459331.txt
7917540137,20260303190006,2026-03-03T19:00:06Z,9800,2013,cadillac,xts,98000,,,,,,,scrapes/20260303190006/7917540137.txt
7917548628,20260316090005,2026-03-16T09:00:05Z,4900,2015,NISSAN,ROGUE S,133000,,,,,,,scrapes/20260316090005/7917548628.txt
7917861804,20260316190119,2026-03-16T19:01:19Z,2250,2002,Nissan,Altima,183000,,,,,,,scrapes/20260316190119/7917861804.txt
7917912240,20260316040022,2026-03-16T04:00:22Z,9998,2015,Subaru,Forester,131732,,,,,,,scrapes/20260316040022/7917912240.txt
7917987392,20260305110042,2026-03-05T11:00:42Z,8800,2015,Kia,Optima,116669,,,,,,,scrapes/20260305110042/7917987392.txt
7918055075,20260304220005,2026-03-04T22:00:05Z,,2013,mercedes-benz,cls550,120000,,,,,,,scrapes/20260304220005/7918055075.txt
7918135887,20260317150011,2026-03-17T15:00:11Z,10998,2016,Subaru,Outback,147397,,,,,,,scrapes/20260317150011/7918135887.txt
7918348845,20260319120014,2026-03-19T12:00:14Z,17995,2015,GMC,Sierra 1500,99000,,,,,,8,scrapes/20260319120014/7918348845.txt
7918392737,20260318190015,2026-03-18T19:00:15Z,5000,2011,volkswagen,gti,189000,,,white,,,6,scrapes/20260318190015/7918392737.txt
7914671740,20260304080005,2026-03-04T08:00:05Z,9885,2015,Jeep,Grand Cherokee Overland AWD SUV,140000,,,,,,,scrapes/20260304080005/7914671740.txt
7914793597,20260305090032,2026-03-05T09:00:32Z,3000,2008,ford,e-250 econoline,210000,,,,,,,scrapes/20260305090032/7914793597.txt
7914890268,20260305110042,2026-03-05T11:00:42Z,10000,2006,Toyota,Tundra SR5,232000,,,,,,,scrapes/20260305110042/7914890268.txt
7915186514,20260307180046,2026-03-07T18:00:46Z,29499,2025,BMW,3 Series 330i xDrive,30358,,,,,,,scrapes/20260307180046/7915186514.txt
7915596847,20260303130004,2026-03-03T13:00:04Z,4200,2012,subaru,outback,169000,,,,,,,scrapes/20260303130004/7915596847.txt
7915803004,20260312120014,2026-03-12T12:00:14Z,12000,2015,Subaru,Forester,88403,,,,,,,scrapes/20260312120014/7915803004.txt
7916184534,20260312140046,2026-03-12T14:00:46Z,5995,2010,Subaru,Forester,138411,,,,,,,scrapes/20260312140046/7916184534.txt
7916205124,20260302050005,2026-03-02T05:00:05Z,2000,2006,Buick,Lacrosse CXL,206000,,,,,,,scrapes/20260302050005/7916205124.txt
7916390369,20260308130014,2026-03-08T13:00:14Z,5885,2012,Mini,Cooper Countryman S Hatchback,118000,,,,,,,scrapes/20260308130014/7916390369.txt
7916825878,20260314130034,2026-03-14T13:00:34Z,26995,2022,Mercedes-benz,E-class,62380,,,,,,,scrapes/20260314130034/7916825878.txt
7916892064,20260314100013,2026-03-14T10:00:13Z,24495,2020,Land Rover,Range Rover Sport,69945,,,,,,,scrapes/20260314100013/7916892064.txt
7917019692,20260314120021,2026-03-14T12:00:21Z,6485,2014,Cadillac,ATS-4 AWD Sport Sedan,130000,,,,,,,scrapes/20260314120021/7917019692.txt
7917251597,20260305110042,2026-03-05T11:00:42Z,,2018,Toyota,Camry,33000,,,,,,,scrapes/20260305110042/7917251597.txt
